POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
54881808.00,28,35.00,38.00,27.00,8.32,7.64,11.50,142.00,1.20,10.90,375.10,38.60,,11594,38.43,23.35
54881614.00,21,28.00,60.00,12.00,7.47,7.10,44.50,25.00,3.60,0.00,743.50,37.10,,11765,36.70,23.02
54862104.00,13,14.00,47.00,39.00,7.72,7.12,39.40,464.00,1.90,0.00,50.10,16.60,,11513,41.07,23.89
54842098.00,19,24.00,52.00,24.00,8.23,7.41,6.50,635.00,0.90,28.70,348.20,15.50,,11501,41.02,23.85
54841800.00,25,36.00,57.00,6.00,8.46,7.66,8.00,167.00,1.10,11.60,657.80,44.50,,11595,38.37,23.29
54841792.00,15,23.00,45.00,33.00,8.14,7.42,11.40,577.00,1.20,0.00,186.70,25.50,,11598,38.30,23.28
54782100.00,23,19.00,20.00,62.00,7.61,7.08,29.40,57.00,2.30,0.00,204.60,22.00,,11516,41.05,23.79
54781870.00,15,18.00,36.00,46.00,7.75,7.23,24.70,93.00,1.40,0.00,234.60,27.50,,11619,39.00,23.35
54781758.00,30,26.00,57.00,17.00,8.01,7.36,42.20,29.00,1.80,0.00,623.90,35.30,,11987,38.00,23.15
54781718.00,16,26.00,46.00,28.00,7.99,7.38,11.50,176.00,1.10,0.00,154.90,21.90,,12137,37.65,23.08
54762056.00,13,6.00,11.00,84.00,6.96,5.89,1.00,1.00,0.20,0.00,26.20,8.30,,11569,40.66,23.68
54761846.00,33,45.00,38.00,17.00,7.25,6.91,188.30,174.00,6.00,16.00,608.40,71.00,,11620,38.79,23.28
54761828.00,13,21.00,56.00,23.00,8.02,7.42,26.90,359.00,2.10,11.50,591.10,33.80,,12042,38.63,23.25
54761732.00,11,33.00,58.00,9.00,7.63,7.01,53.50,2.00,3.40,0.00,656.00,47.60,,12214,37.78,23.08
54761624.00,25,32.00,53.00,14.00,7.66,7.15,26.80,13.00,2.90,14.70,651.80,30.50,,11764,36.81,22.90
54742096.00,18,17.00,18.00,66.00,8.10,7.29,4.20,26.00,0.60,10.80,108.30,17.20,,11496,41.02,23.73
54742078.00,9,13.00,8.00,78.00,7.11,6.30,7.10,1.00,0.90,13.80,128.80,12.70,,11508,40.86,23.70
54742070.00,19,11.00,19.00,70.00,5.98,4.74,15.50,0.00,0.70,38.80,60.60,9.60,,11507,40.79,23.68
54742010.00,32,32.00,24.00,44.00,7.40,6.82,20.10,1.00,1.00,0.00,153.80,31.90,,11577,40.25,23.57
54722012.00,17,19.00,35.00,45.00,7.71,7.24,34.40,13.00,2.60,158.10,398.70,19.40,,11563,40.28,23.55
54702042.00,19,3.00,9.00,87.00,7.04,6.43,9.60,1.00,0.50,0.00,40.80,5.40,,11568,40.55,23.58
54701808.00,21,18.00,65.00,17.00,7.91,7.69,20.60,909.00,2.30,10.70,290.70,15.40,,11605,38.46,23.15
54701800.00,16,28.00,58.00,13.00,8.19,7.64,26.90,509.00,2.50,33.00,394.10,29.20,,11606,38.39,23.14
54701620.00,21,25.00,37.00,38.00,7.75,7.20,30.10,32.00,2.40,0.00,241.00,25.80,,11767,36.78,22.83
54682090.00,15,18.00,45.00,37.00,8.19,7.45,10.70,20.00,1.20,22.20,218.30,19.90,,11497,40.97,23.65
54682050.00,26,25.00,21.00,54.00,7.02,5.83,7.40,0.00,0.80,0.00,172.40,17.20,,11541,40.62,23.57
54681982.00,28,7.00,15.00,78.00,8.56,7.70,4.10,104.00,0.20,0.00,92.10,8.60,,11565,40.02,23.44
54681784.00,14,35.00,36.00,29.00,8.26,7.53,16.70,125.00,1.60,16.40,476.20,37.70,,11602,38.25,23.08
54662028.00,19,27.00,33.00,41.00,5.64,4.82,16.70,0.00,0.90,10.40,208.80,6.70,,11566,40.43,23.51
54661630.00,27,15.00,31.00,54.00,8.01,7.41,14.80,374.00,0.80,19.90,165.60,11.30,,11763,36.88,22.80
54641892.00,19,20.00,25.00,55.00,7.58,7.00,15.50,2.00,1.20,0.00,118.50,22.40,,11663,39.22,23.23
54641752.00,22,16.00,30.00,54.00,8.18,7.42,9.40,53.00,1.00,0.00,164.40,17.70,,12210,37.97,22.98
54641626.00,16,33.00,32.00,35.00,8.16,7.49,10.00,27.00,1.20,60.50,664.90,21.00,,11761,36.85,22.77
54621864.00,16,22.00,39.00,40.00,7.81,7.37,25.90,128.00,1.80,34.60,572.30,22.40,,11618,38.97,23.16
54621810.00,14,33.00,57.00,10.00,8.15,7.59,52.70,594.00,4.30,19.00,102.90,50.20,,11609,38.49,23.06
54602082.00,9,9.00,11.00,81.00,6.24,5.22,4.40,0.00,0.60,24.90,64.80,6.40,,11511,40.92,23.54
54602068.00,19,33.00,42.00,25.00,5.95,4.94,9.90,0.00,1.10,19.90,165.30,23.80,,11539,40.79,23.51
54581990.00,25,41.00,43.00,17.00,8.31,7.65,12.30,161.00,1.10,0.00,752.30,32.50,,11564,40.10,23.34
54581828.00,12,31.00,56.00,13.00,8.44,7.63,8.70,227.00,1.00,20.60,377.80,29.50,,12037,38.66,23.05
54581804.00,6,52.00,38.00,10.00,8.47,7.60,13.10,95.00,1.40,12.10,390.60,31.10,,11607,38.45,23.01
54581742.00,20,26.00,69.00,6.00,8.03,7.29,26.30,593.00,2.30,136.80,322.90,20.10,,12211,37.89,22.90
54581724.00,7,20.00,65.00,15.00,7.50,6.87,47.00,4.00,4.30,40.70,429.20,52.80,,12215,37.73,22.87
54581630.00,14,41.00,37.00,22.00,7.69,7.01,11.30,2.00,1.00,0.00,458.50,22.60,,11762,36.89,22.71
54562034.00,20,17.00,20.00,64.00,7.27,6.62,10.50,2.00,1.00,19.30,119.50,20.70,,11576,40.50,23.40
54541904.00,16,11.00,34.00,55.00,7.95,7.27,13.00,85.00,1.00,0.00,82.70,15.50,,11662,39.34,23.14
54522096.00,14,17.00,45.00,37.00,8.48,7.58,8.20,2.00,0.80,39.00,153.40,17.70,,11498,41.05,23.48
54522082.00,4,5.00,6.00,90.00,6.44,5.67,2.50,0.00,0.20,44.60,50.60,4.00,,11509,40.93,23.45
54521722.00,16,32.00,49.00,19.00,8.03,7.43,10.00,521.00,1.00,0.00,152.90,22.90,,12136,37.72,22.80
54521710.00,22,40.00,30.00,30.00,8.26,7.52,15.70,226.00,1.50,24.40,272.70,28.00,,12135,37.61,22.78
54502014.00,18,22.00,25.00,53.00,8.31,7.40,9.30,13.00,0.80,17.00,112.10,23.00,,11562,40.33,23.30
54501816.00,17,45.00,49.00,6.00,7.07,6.12,19.00,0.00,1.60,0.00,312.00,25.40,,11593,38.56,22.94
54501802.00,36,45.00,33.00,22.00,8.38,7.62,9.40,150.00,1.10,0.00,365.00,46.00,,11612,38.44,22.91
54501798.00,16,37.00,15.00,47.00,6.73,5.93,7.20,2.00,0.60,0.00,181.50,16.60,,11611,38.40,22.91
54501790.00,6,40.00,45.00,15.00,6.86,6.36,29.10,3.00,2.60,57.70,589.60,27.20,,11601,38.33,22.89
54501744.00,20,29.00,55.00,16.00,8.07,7.40,17.60,502.00,1.60,15.10,337.20,20.50,,12212,37.92,22.81
54501640.00,11,22.00,32.00,45.00,8.17,7.46,11.30,165.00,1.00,0.00,114.60,16.10,,11760,36.99,22.64
54482124.00,15,19.00,21.00,59.00,7.74,7.30,34.10,609.00,2.40,0.00,201.70,29.10,,11506,41.31,23.48
54482080.00,16,17.00,19.00,64.00,6.03,5.13,6.50,2.00,0.80,0.00,32.70,15.30,,11510,40.92,23.40
54482070.00,20,11.00,17.00,72.00,6.79,6.20,11.70,2.00,1.10,0.00,48.40,8.40,,11549,40.83,23.38
54482052.00,16,23.00,34.00,43.00,8.57,8.01,9.80,15.00,1.10,15.60,163.90,17.30,,11542,40.67,23.34
54482034.00,21,35.00,20.00,46.00,5.22,4.39,9.70,0.00,1.10,0.00,133.90,14.20,,11538,40.51,23.31
54481822.00,35,19.00,45.00,37.00,8.13,7.44,30.20,521.00,1.40,31.00,182.60,18.50,,12064,38.62,22.93
54481710.00,20,8.00,28.00,64.00,8.08,7.44,14.40,167.00,1.30,27.70,208.80,17.60,,12133,37.62,22.73
54462066.00,23,5.00,13.00,81.00,5.91,4.97,4.40,1.00,0.50,11.70,12.80,13.40,,11551,40.80,23.35
54461626.00,20,18.00,31.00,52.00,7.08,6.13,8.60,1.00,0.70,13.00,52.70,21.80,,11742,36.87,22.57
54441810.00,13,55.00,44.00,1.00,8.24,7.66,11.10,106.00,1.40,12.60,310.00,39.50,,11610,38.52,22.86
54422118.00,10,16.00,29.00,55.00,8.36,7.41,6.30,257.00,0.50,0.00,64.10,16.60,,11502,41.27,23.40
54422010.00,14,17.00,29.00,54.00,8.13,7.46,13.10,56.00,1.20,12.00,273.50,27.40,,11561,40.31,23.20
54421796.00,15,58.00,40.00,3.00,6.97,6.54,146.60,9.00,8.60,13.80,338.50,73.40,,11599,38.40,22.81
54421736.00,5,19.00,55.00,26.00,8.03,7.39,26.20,698.00,1.10,0.00,109.50,23.20,,11831,37.86,22.71
54401918.00,33,12.00,60.00,28.00,6.52,5.50,6.20,1.00,0.70,0.00,67.80,13.00,,11660,39.49,23.00
54401810.00,6,45.00,50.00,5.00,8.45,7.69,13.20,99.00,1.50,0.00,235.70,36.00,,11614,38.53,22.81
54401804.00,19,18.00,30.00,52.00,8.04,7.29,9.90,7.00,1.20,0.00,121.00,21.30,,11613,38.47,22.80
54401750.00,17,31.00,63.00,6.00,7.96,7.24,27.50,538.00,2.10,32.10,287.10,19.30,,12213,37.99,22.71
54401630.00,26,11.00,35.00,54.00,6.05,5.11,8.90,0.00,1.00,10.60,56.00,17.90,,11753,36.92,22.51
54401612.00,20,9.00,72.00,19.00,7.10,6.47,14.70,1.00,1.00,0.00,0.00,8.40,,11759,36.76,22.49
54382064.00,0,7.00,15.00,78.00,6.60,5.77,10.10,1.00,0.90,0.00,121.60,9.70,,11552,40.79,23.25
54382046.00,10,11.00,11.00,78.00,6.05,5.08,3.30,0.00,0.50,31.50,107.20,9.80,,11536,40.63,23.22
54381790.00,19,27.00,54.00,19.00,8.00,7.37,36.20,23.00,3.20,0.00,539.80,39.80,,11600,38.35,22.76
54381728.00,16,31.00,44.00,25.00,7.96,7.32,26.60,159.00,3.30,40.70,589.00,32.90,,12216,37.80,22.65
54381686.00,22,37.00,50.00,14.00,8.13,7.35,20.00,89.00,1.90,0.00,473.30,33.60,,11816,37.42,22.58
54381656.00,34,29.00,37.00,34.00,7.76,7.29,60.20,286.00,2.70,0.00,221.00,31.20,,11746,37.15,22.53
54361858.00,34,17.00,28.00,55.00,7.06,6.46,32.00,2.00,2.80,14.30,171.50,26.20,,12063,38.96,22.85
54361666.00,25,17.00,19.00,63.00,6.88,6.04,16.40,0.00,1.50,0.00,140.30,10.00,,11747,37.25,22.53
54361648.00,19,17.00,31.00,52.00,7.54,6.96,26.30,2.00,2.20,0.00,141.30,21.20,,11740,37.08,22.50
54361642.00,10,11.00,42.00,47.00,8.45,7.56,1.00,182.00,0.60,0.00,29.00,18.80,,11743,37.03,22.49
54341854.00,23,18.00,76.00,6.00,8.11,7.60,8.60,37.00,0.90,0.00,118.60,16.50,,12065,38.93,22.82
54341736.00,33,25.00,42.00,33.00,8.07,7.46,24.10,511.00,1.60,0.00,159.40,27.60,,12217,37.87,22.62
54341718.00,26,7.00,32.00,61.00,7.60,7.22,34.30,10.00,3.00,26.50,683.70,42.80,,12134,37.71,22.59
54321860.00,15,27.00,61.00,12.00,6.96,6.42,40.90,3.00,3.70,0.00,305.80,27.40,,12044,38.98,22.81
54321748.00,24,45.00,21.00,35.00,6.86,5.66,7.70,0.00,0.70,0.00,107.00,15.50,,12218,37.98,22.62
54321600.00,19,42.00,52.00,6.00,7.30,6.81,53.30,8.00,5.00,57.00,382.40,43.80,,11748,36.66,22.38
54303822.00,21,14.00,32.00,54.00,5.33,4.83,25.40,0.00,2.00,14.40,100.20,8.10,,15524,56.23,28.09
54301746.00,27,31.00,50.00,19.00,8.19,7.48,12.70,264.00,1.50,15.70,230.80,28.60,,12224,37.97,22.59
54301732.00,23,48.00,34.00,18.00,8.05,7.42,19.90,33.00,1.70,0.00,272.60,29.70,,12219,37.84,22.57
54282108.00,17,16.00,32.00,52.00,8.03,7.38,13.30,9.00,1.50,12.70,171.30,19.20,,11500,41.20,23.22
54282076.00,15,8.00,28.00,64.00,5.75,4.84,6.10,0.00,0.70,35.00,49.60,9.20,,11540,40.91,23.16
54282048.00,19,17.00,36.00,47.00,8.20,7.39,6.90,21.00,1.10,0.00,37.70,17.10,,11535,40.67,23.10
54282022.00,12,19.00,18.00,62.00,8.21,7.54,5.80,10.00,0.70,0.00,135.50,17.60,,11545,40.43,23.06
54282012.00,11,32.00,26.00,42.00,8.29,7.62,10.40,127.00,0.80,24.40,336.60,27.50,,11578,40.34,23.04
54281918.00,16,24.00,28.00,48.00,8.28,7.61,18.80,249.00,1.50,17.40,261.00,20.30,,11661,39.51,22.87
54281644.00,13,15.00,57.00,28.00,7.44,7.02,18.30,87.00,2.20,85.30,115.30,27.90,,11735,37.06,22.40
54263840.00,1,13.00,39.00,48.00,6.94,6.77,173.70,47.00,12.30,45.40,110.90,68.50,,15529,56.40,28.10
54261738.00,40,35.00,44.00,21.00,8.20,7.41,13.50,95.00,1.70,0.00,231.20,30.50,,12222,37.90,22.54
54242096.00,11,2.00,12.00,86.00,7.08,6.30,2.00,0.00,0.20,0.00,12.50,13.50,,11915,41.10,23.15
54242060.00,12,17.00,20.00,63.00,5.95,4.78,7.60,0.00,0.80,81.20,133.00,10.70,,11559,40.78,23.08
54241902.00,28,34.00,44.00,21.00,8.16,7.53,15.60,58.00,1.70,0.00,252.90,37.70,,11655,39.37,22.79
54241874.00,10,8.00,77.00,15.00,8.07,7.26,12.10,13.00,1.30,12.70,133.50,30.90,,11659,39.12,22.74
54241754.00,26,20.00,41.00,38.00,7.98,7.33,26.50,359.00,2.00,0.00,192.90,24.60,,12223,38.05,22.54
54241650.00,17,46.00,43.00,11.00,7.42,7.01,23.70,6.00,3.00,53.10,709.10,26.10,,11738,37.12,22.37
54223834.00,6,18.00,44.00,38.00,7.50,7.28,168.90,251.00,12.20,50.10,235.00,63.60,,15531,56.36,28.02
54221900.00,25,19.00,34.00,47.00,7.77,7.05,17.90,5.00,1.70,31.40,184.20,23.00,,11654,39.36,22.77
54221858.00,17,15.00,26.00,59.00,6.70,5.83,13.60,1.00,1.30,0.00,119.20,33.70,,12055,38.98,22.69
54203844.00,15,11.00,25.00,65.00,7.66,7.15,17.80,31.00,1.40,18.80,43.30,12.80,,15528,56.45,28.03
54203812.00,15,0.00,0.00,0.00,6.40,5.96,320.70,2.00,10.40,17.40,92.30,113.80,,15523,56.17,27.89
54202070.00,18,5.00,14.00,81.00,5.34,4.36,5.90,1.00,0.70,14.10,35.90,11.80,,11544,40.87,23.05
54201920.00,26,39.00,57.00,4.00,8.53,7.70,15.80,151.00,1.40,24.50,422.30,31.40,,11680,39.54,22.78
54201884.00,12,22.00,41.00,38.00,7.90,7.17,5.20,3.00,0.70,18.30,137.00,14.10,,11658,39.22,22.72
54201736.00,42,33.00,42.00,26.00,7.84,7.22,42.00,147.00,4.10,0.00,508.60,32.80,,12221,37.90,22.47
54201670.00,32,6.00,17.00,77.00,6.22,5.17,18.80,0.00,1.50,0.00,27.90,6.00,,11814,37.30,22.36
54182062.00,16,40.00,20.00,40.00,6.06,5.07,11.90,0.00,1.20,20.50,224.30,27.10,,11546,40.81,23.01
54181904.00,1,27.00,43.00,30.00,8.50,7.71,8.00,169.00,0.80,0.00,236.90,24.10,,11704,39.40,22.73
54163794.00,11,11.00,18.00,72.00,6.66,6.38,176.60,14.00,11.80,17.10,67.30,89.10,,15521,56.02,27.76
54161916.00,16,24.00,35.00,41.00,9.08,7.83,7.40,124.00,0.70,0.00,138.20,16.70,,11679,39.51,22.73
54161884.00,32,35.00,37.00,28.00,8.26,7.48,8.70,124.00,1.30,0.00,479.90,34.10,,11656,39.22,22.67
54161800.00,16,27.00,37.00,37.00,8.35,7.49,3.20,181.00,0.80,13.40,265.90,25.00,,11588,38.47,22.53
54143790.00,20,19.00,53.00,27.00,6.84,6.44,52.80,1.00,4.20,20.00,99.50,28.60,,15520,55.99,27.71
54141914.00,25,9.00,31.00,60.00,8.12,7.46,23.20,112.00,2.20,23.60,1608.40,30.10,,11673,39.49,22.70
54141712.00,30,37.00,51.00,11.00,7.35,6.83,29.80,3.00,3.00,46.00,516.90,31.60,,11815,37.69,22.36
54141708.00,6,30.00,61.00,9.00,8.10,7.45,17.90,111.00,1.70,0.00,269.80,39.60,,12146,37.65,22.35
54123840.00,4,10.00,27.00,63.00,6.04,5.32,8.70,1.00,1.00,12.00,58.20,5.60,,15532,56.43,27.88
54122110.00,13,7.00,26.00,67.00,8.31,7.53,8.20,8.00,1.00,14.00,205.40,9.50,,11499,41.24,23.03
54121894.00,20,30.00,48.00,22.00,8.03,7.49,21.10,41.00,1.60,24.10,549.10,37.70,,11677,39.32,22.64
54121890.00,17,31.00,28.00,41.00,7.06,6.32,20.20,0.00,2.70,0.00,162.80,24.60,,11657,39.28,22.64
54121818.00,16,17.00,41.00,42.00,8.05,7.34,18.70,178.00,1.70,17.20,127.40,29.90,,12052,38.64,22.51
54121678.00,24,20.00,34.00,46.00,7.22,6.66,5.50,0.00,0.80,0.00,21.60,22.20,,11830,37.39,22.28
54121644.00,29,10.00,31.00,59.00,7.03,5.98,5.70,0.00,0.70,0.00,0.00,3.80,,11736,37.08,22.23
54103824.00,4,15.00,27.00,57.00,6.57,5.82,12.00,1.00,1.10,12.70,112.70,10.00,,15533,56.30,27.79
54102090.00,26,31.00,17.00,52.00,8.01,7.38,14.20,14.00,1.50,11.80,315.30,29.00,,11913,41.07,22.97
54102084.00,32,30.00,20.00,49.00,7.23,6.67,18.40,3.00,1.70,0.00,269.20,20.80,,11920,41.01,22.96
54102076.00,36,30.00,16.00,54.00,6.29,5.09,7.10,2.00,0.80,14.30,163.30,26.90,,11918,40.94,22.95
54102054.00,25,12.00,32.00,56.00,6.90,6.12,12.70,0.00,1.10,0.00,145.10,3.90,,11548,40.75,22.91
54101896.00,22,20.00,43.00,37.00,8.20,7.59,9.60,3.00,0.80,40.90,294.70,25.80,,11676,39.34,22.62
54101838.00,8,13.00,35.00,52.00,7.99,7.12,5.30,6.00,0.70,0.00,126.50,30.50,,12071,38.82,22.52
54101824.00,28,34.00,37.00,29.00,8.06,6.36,24.50,2.00,2.30,55.20,332.40,40.00,,12072,38.70,22.50
54101680.00,39,13.00,33.00,54.00,7.05,6.45,11.90,2.00,1.10,0.00,175.40,13.30,,11825,37.41,22.26
54061862.00,28,11.00,20.00,69.00,7.51,6.71,3.40,0.00,0.30,0.00,127.40,55.40,,12066,39.04,22.52
54061686.00,24,27.00,64.00,9.00,7.82,7.12,65.30,9.00,4.90,16.50,454.20,50.30,,11826,37.47,22.23
54043798.00,2,2.00,2.00,96.00,7.42,6.85,3.40,11.00,0.30,0.00,23.70,2.50,,15522,56.09,27.58
54043774.00,5,10.00,38.00,52.00,6.26,5.84,20.80,0.00,1.80,28.50,62.30,10.80,,15519,55.88,27.49
54042116.00,11,2.00,8.00,90.00,6.43,5.56,2.60,0.00,0.20,0.00,0.00,5.40,,11504,41.31,22.95
54022060.00,19,24.00,26.00,51.00,9.75,8.76,11.10,11.00,1.20,0.00,333.20,21.40,,11919,40.81,22.82
54021898.00,19,21.00,46.00,33.00,7.35,6.64,7.80,2.00,0.70,31.20,103.50,21.80,,11678,39.37,22.53
54003836.00,3,13.00,34.00,53.00,7.54,7.17,21.90,23.00,1.90,47.60,70.70,15.30,,15530,56.42,27.68
54002098.00,15,16.00,26.00,58.00,6.35,5.19,6.00,2.00,0.70,19.10,118.20,9.20,,11914,41.15,22.87
54002080.00,16,28.00,37.00,36.00,5.78,5.03,13.20,1.00,1.40,35.70,267.00,15.60,,11912,40.99,22.84
54001930.00,23,41.00,44.00,15.00,8.17,7.15,10.70,3.00,0.90,62.40,497.70,32.40,,11685,39.66,22.57
54001922.00,8,21.00,16.00,63.00,8.31,7.43,8.00,2.00,0.70,36.20,215.10,19.50,,11672,39.59,22.55
54001904.00,1,45.00,52.00,4.00,8.22,7.57,16.10,375.00,1.50,12.90,303.80,32.80,,11668,39.43,22.52
54001660.00,22,15.00,33.00,52.00,6.47,5.71,27.60,1.00,2.00,66.30,178.70,14.70,,11817,37.24,22.12
53983768.00,19,27.00,62.00,11.00,6.59,6.15,52.10,1.00,3.80,0.00,68.60,33.40,,15518,55.84,27.38
53981902.00,3,31.00,32.00,37.00,8.04,7.47,18.80,148.00,1.50,14.70,589.20,26.60,,11674,39.41,22.50
53981866.00,17,20.00,35.00,45.00,7.98,7.28,12.10,13.00,1.40,33.10,310.20,31.30,,12049,39.09,22.43
53981794.00,21,19.00,64.00,17.00,7.93,7.26,37.80,39.00,3.60,0.00,214.40,45.20,,11587,38.45,22.31
53981758.00,17,32.00,52.00,16.00,7.80,7.26,60.10,31.00,4.20,19.30,709.50,45.70,,12167,38.12,22.25
53962108.00,9,12.00,25.00,63.00,8.13,7.39,5.70,2.00,0.70,17.80,32.20,10.30,,11503,41.25,22.84
53962090.00,12,10.00,16.00,74.00,7.61,6.90,4.80,0.00,0.50,21.40,30.80,8.80,,11910,41.09,22.81
53961946.00,25,9.00,38.00,53.00,6.78,6.23,15.30,2.00,1.20,0.00,85.10,11.50,,11702,39.81,22.55
53961906.00,16,39.00,49.00,12.00,7.97,7.46,22.10,189.00,2.10,23.00,1092.20,44.10,,11669,39.45,22.48
53961888.00,23,23.00,31.00,46.00,8.11,7.57,11.70,125.00,1.30,24.80,202.40,28.40,,11682,39.29,22.45
53961824.00,24,34.00,36.00,31.00,7.13,6.61,62.20,4.00,2.70,18.60,542.30,57.40,,11586,38.72,22.34
53943854.00,13,0.00,0.00,0.00,5.14,5.02,462.60,2.00,23.70,50.90,171.70,143.50,,15526,56.59,27.66
53943800.00,5,11.00,37.00,52.00,7.29,6.76,16.90,3.00,1.60,49.60,227.00,11.10,,15534,56.12,27.44
53943778.00,31,20.00,28.00,51.00,7.68,7.06,10.40,27.00,1.20,0.00,94.80,12.50,,15525,55.93,27.35
53942070.00,12,17.00,27.00,57.00,8.02,7.30,5.70,3.00,0.80,14.90,136.20,10.70,,11911,40.91,22.75
53924556.00,33,0.00,0.00,0.00,4.05,3.12,505.20,2.00,11.40,52.30,467.40,95.40,,7698,62.64,31.16
53924550.00,21,0.00,0.00,0.00,3.93,2.95,492.80,0.00,11.40,42.50,330.40,27.50,,7697,62.59,31.12
53923878.00,2,11.00,68.00,21.00,7.19,6.72,18.40,1.00,1.50,41.80,105.70,11.40,,15513,56.80,27.72
53923834.00,12,11.00,35.00,55.00,7.02,6.49,19.90,0.00,1.80,31.10,59.50,12.30,,15396,56.42,27.54
53922084.00,23,31.00,27.00,43.00,7.85,7.21,9.40,3.00,1.20,53.00,252.00,23.80,,11909,41.04,22.75
53922004.00,4,44.00,51.00,5.00,8.73,7.89,10.20,66.00,1.20,14.10,450.80,34.00,,11907,40.33,22.61
53921892.00,21,25.00,47.00,28.00,8.13,7.51,8.60,39.00,0.90,14.30,267.30,31.50,,11681,39.33,22.41
53921658.00,16,13.00,18.00,69.00,6.70,5.76,12.60,0.00,1.10,0.00,154.70,8.90,,11741,37.24,22.03
53921640.00,20,9.00,40.00,51.00,6.66,5.70,13.80,0.00,1.30,0.00,30.40,8.70,,11739,37.08,22.00
53903858.00,14,7.00,21.00,72.00,6.53,6.00,20.70,1.00,1.80,0.00,50.40,12.20,,15527,56.64,27.61
53903832.00,8,0.00,0.00,0.00,6.60,6.43,358.10,4.00,25.30,27.30,161.70,155.60,,15395,56.41,27.50
53901876.00,21,22.00,27.00,52.00,7.37,6.76,14.20,3.00,1.50,11.10,123.10,23.90,,12047,39.19,22.36
53901864.00,30,43.00,33.00,24.00,7.68,6.71,13.50,1.00,1.20,49.80,349.10,42.80,,12048,39.08,22.34
53901846.00,18,36.00,43.00,21.00,7.32,6.80,10.80,0.00,1.20,73.30,398.90,40.40,,12033,38.92,22.31
53884526.00,5,5.00,61.00,33.00,4.38,3.81,48.50,0.00,2.90,0.00,80.70,4.90,,7762,62.39,30.90
53881902.00,29,38.00,50.00,12.00,8.03,7.45,18.70,303.00,1.50,0.00,311.20,38.80,,11688,39.42,22.38
53881888.00,15,29.00,40.00,31.00,7.92,6.97,7.70,2.00,0.80,33.20,155.20,29.10,,11689,39.30,22.36
53881798.00,12,18.00,36.00,46.00,8.02,7.13,12.60,9.00,1.40,0.00,126.80,30.80,,11596,38.50,22.21
53861930.00,23,43.00,41.00,17.00,7.56,6.85,7.80,2.00,0.80,28.80,356.00,31.80,,11695,39.68,22.41
53861912.00,10,43.00,45.00,12.00,8.08,7.36,13.20,22.00,1.10,34.60,455.40,40.00,,11671,39.52,22.38
53861876.00,18,35.00,27.00,38.00,6.63,5.72,14.90,3.00,1.50,26.20,138.30,23.10,,12046,39.20,22.31
53861610.00,23,29.00,25.00,46.00,6.99,6.38,21.60,2.00,2.10,15.60,332.10,29.00,,11750,36.82,21.89
53844598.00,5,3.00,23.00,75.00,4.99,4.10,9.20,0.00,0.40,0.00,14.40,3.00,,7759,63.02,31.27
53844580.00,5,4.00,52.00,44.00,5.21,4.30,24.40,0.00,1.00,0.00,30.50,2.30,,7752,62.87,31.16
53844566.00,5,4.00,37.00,59.00,3.99,3.33,45.80,0.00,1.40,0.00,18.70,3.10,,7744,62.75,31.07
53844536.00,7,4.00,61.00,35.00,4.55,4.15,40.60,1.00,2.20,10.00,27.10,5.90,,7696,62.49,30.89
53843866.00,5,7.00,42.00,51.00,6.11,5.63,13.40,0.00,1.40,16.30,156.10,5.80,,15514,56.72,27.55
53843862.00,4,0.00,0.00,0.00,5.60,5.36,280.50,3.00,15.80,36.60,187.70,153.10,,15517,56.68,27.53
53843812.00,15,6.00,15.00,79.00,4.37,3.84,94.70,1.00,5.90,58.90,80.20,13.30,,15535,56.25,27.33
53842060.00,23,29.00,62.00,9.00,8.52,7.78,12.50,55.00,1.40,18.00,295.30,27.00,,11905,40.84,22.61
53842024.00,27,35.00,41.00,24.00,8.31,7.60,10.70,109.00,1.10,0.00,326.40,32.00,,11902,40.52,22.55
53842010.00,7,14.00,65.00,21.00,8.28,7.43,9.20,114.00,1.00,0.00,184.30,29.10,,11903,40.39,22.52
53841988.00,14,18.00,62.00,20.00,8.05,7.55,27.60,380.00,1.80,25.10,174.80,15.90,,11908,40.20,22.48
53823864.00,14,7.00,19.00,74.00,7.37,6.71,19.30,5.00,1.70,11.80,53.50,9.20,,15516,56.70,27.51
53823854.00,2,25.00,34.00,41.00,7.31,6.72,12.60,3.00,1.40,19.90,110.90,15.70,,15397,56.62,27.47
53821642.00,14,22.00,38.00,40.00,8.09,7.43,11.90,117.00,1.10,29.90,178.60,19.70,,11744,37.11,21.89
53821616.00,19,9.00,16.00,75.00,6.80,5.90,18.10,0.00,0.80,0.00,160.90,7.70,,11749,36.88,21.85
53803920.00,4,13.00,38.00,49.00,5.60,4.69,16.20,0.00,1.70,11.30,38.30,7.40,,15349,57.19,27.71
53803894.00,3,7.00,28.00,65.00,6.55,6.27,14.90,0.00,1.50,39.00,150.70,8.20,,15515,56.97,27.60
53803866.00,26,6.00,23.00,71.00,7.38,6.99,25.20,49.00,2.10,65.10,50.30,16.00,,15394,56.73,27.48
53802006.00,26,25.00,18.00,57.00,7.88,7.10,5.30,3.00,0.70,28.80,146.30,20.20,,11904,40.36,22.47
53801926.00,13,22.00,21.00,57.00,7.77,7.19,6.10,2.00,0.60,14.20,135.20,24.10,,11693,39.65,22.33
